"subject_name","subject_key","role","research_status","source_page_url","original_media_url","creator","source_date","width_px","height_px","license_id","license_url","identity_evidence","crop_suitability","review_notes","fallback_asset_id","reviewed_utc"
"Inayat Hussain Bhatti","inayat-hussain-bhatti","singer","conditional","https://commons.wikimedia.org/wiki/File:Late_.aniyat_husain_bhatti.jpg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Late_.aniyat_husain_bhatti.jpg","Ravideep1971","","821","1221","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","confirmed Uploader marks an archival-looking image as own work but gives no capture date, provenance, or VRT permission","Portrait-oriented historical image at adequate resolution","HOLD - DO NOT USE YET A scan or copy is not automatically the uploader's copyright; require evidence that the uploader photographed the singer or controls the original photograph's rights Source license statement: CC BY-SA 4.0 claimed.","category-music-microphone-v3","2026-09-19"
"Irrfan Khan","irrfan-khan","actor","approved","https://commons.wikimedia.org/wiki/File:IrrfanKhan.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/IrrfanKhan.jpg","Bollywood Hungama","2008-05","600","861","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Description explicitly identifies Irrfan Khan; corrected spelling is verified.","Vertical event portrait at sufficient resolution for a clean face-and-shoulders crop.","Reviewed provider spelling or alias: ""IRFAN KHAN"" maps exactly to ""Irrfan Khan"". Bollywood Hungama VRT-licensed event photo. Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Jackie Shroff","jackie-shroff","actor","approved","https://commons.wikimedia.org/wiki/File:Jackie.Shroff.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7f/Jackie.Shroff.jpg","Bollywood Hungama","2010-09-02","585","439","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Description explicitly identifies Jackie Shroff at Ghatkopar Dahi Handi celebrations.","Landscape event portrait; sufficient resolution for a tight upper-body crop.","Selected over the newer 185x270 derivative because this source preserves more usable pixels. Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Jaggesh","jaggesh","actor","approved","https://commons.wikimedia.org/wiki/File:Jaggesh_(2).jpg","https://upload.wikimedia.org/wikipedia/commons/9/99/Jaggesh_(2).jpg","Indian TV Karnataka - ಇಂಡಿಯನ್ ಟಿವಿ ಕರ್ನಾಟಕ","Date not stated; Commons upload/review 2021-06-14","589","456","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact Jaggesh frame; landscape source has sufficient face detail for a centered head/shoulders icon.","Exact Jaggesh frame; landscape source has sufficient face detail for a centered head/shoulders icon.","The source YouTube video was license-reviewed by Lymantria on 2021-06-14 and confirmed CC BY 3.0. Attribute the named channel and state the modification. Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Jagjit Singh","jagjit-singh","singer","approved","https://commons.wikimedia.org/wiki/File:Jagjit_Singh_%28Ghazal_Maestro%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/Jagjit_Singh_%28Ghazal_Maestro%29.jpg","Krupasindhu Muduli","2011-09-07","1576","2064","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","Exact, recognizable performance portrait with adequate resolution.","Exact, recognizable performance portrait with adequate resolution.","Current Commons file is a crop/rotation of the uploader's original. Attribute Krupasindhu Muduli, disclose further edits, and retain share-alike. Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Jasmine Sandlas","jasmine-sandlas","singer","approved","https://commons.wikimedia.org/wiki/File:Jasmine_Sandlas.jpg","https://upload.wikimedia.org/wikipedia/commons/archive/b/b2/20210831112715%21Jasmine_Sandlas.jpg","Jokepie","2016-05-12","4664","3840","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","High-resolution, clear portrait crop; exact identity.","High-resolution, clear portrait crop; exact identity.","Pinned to file revision 2020-08-29T08:32:42Z (SHA-1 7265d3bacf8e05517249bde04e29226c1a38863e). The archive URL name records the later supersession time. A 2021 revision was only 157 x 240; Commons restored identical high-resolution bytes in 2026. File is also GFDL; this audit selects CC BY-SA 4.0. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Javed Ali","javed-ali","singer","approved","https://commons.wikimedia.org/wiki/File:Javed_Ali_graces_musical_concert_%E2%80%98Rehmatein-3%E2%80%99.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e2/Javed_Ali_graces_musical_concert_%E2%80%98Rehmatein-3%E2%80%99.jpg","Bollywood Hungama","","412","576","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Javed Ali graces musical concert ‘Rehmatein-3’.","Clear solo event portrait; adequate resolution and no projected-screen dependency.","No correction needed A high-resolution file showing only the singer on a venue screen was rejected because the uploader may not own the displayed image. Use this direct Bollywood Hungama portrait. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Jaz Dhami","jaz-dhami","singer","approved","https://commons.wikimedia.org/wiki/File:Jaz_Dhami_Punjabi_Artist.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f5/Jaz_Dhami_Punjabi_Artist.jpg","Jazdhami","2012-08-07","5594","3729","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","High-resolution exact portrait of the UK Punjabi artist.","High-resolution exact portrait of the UK Punjabi artist.","Self-published Commons upload; retain attribution, share-alike, and change disclosure. Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Jean-Claude Van Damme","jean-claude-van-damme","actor","approved","https://commons.wikimedia.org/wiki/File:Jean_claude_Van_Damme_sur_le_tournage_de_JCVD_en_octobre_2007.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8b/Jean_claude_Van_Damme_sur_le_tournage_de_JCVD_en_octobre_2007.jpg","Michaël Bemelmans","2007-10-09 15:10:00","2076","1556","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact subject on the set of JCVD; wide frame with enough pixels for a face-and-shoulders extraction. JCVD is an explicit provider alias.","Exact subject on the set of JCVD; wide frame with enough pixels for a face-and-shoulders extraction. JCVD is an explicit provider alias.","Reviewed provider spelling or alias: ""JCVD"" maps exactly to ""Jean-Claude Van Damme"". Attribution, license link, and modification notice required. Adapted/cutout version must use CC BY-SA 4.0 or a compatible license. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Jim Carrey","jim-carrey","actor","approved","https://commons.wikimedia.org/wiki/File:Jim_Carrey.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ec/Jim_Carrey.jpg","Jean-François Gornet","2010-02-01 20:09:08","2378","2379","CC-BY-SA-2.0","https://creativecommons.org/licenses/by-sa/2.0/","Exact subject; high-resolution square black-and-white profile portrait. The side profile is distinctive, so avoid mirroring or over-tight face cropping.","Exact subject; high-resolution square black-and-white profile portrait. The side profile is distinctive, so avoid mirroring or over-tight face cropping.","Attribution, license link, and modification notice required. Any adapted/cutout version must remain under CC BY-SA 2.0 or a compatible license. Source license statement: CC BY-SA 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Jimmy Carr","jimmy-carr","actor","approved","https://commons.wikimedia.org/wiki/File:Jimmy_Carr,_2015-04-13_3_(crop).jpg","https://upload.wikimedia.org/wikipedia/commons/9/94/Jimmy_Carr%2C_2015-04-13_3_%28crop%29.jpg","Albin Olsson","2015-04-13 21:35:56","1668","1503","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact subject; close stage crop with ample pixels. Preserve the full head and distinctive expression.","Exact subject; close stage crop with ample pixels. Preserve the full head and distinctive expression.","Attribution, license link, and modification notice required. Adapted/cutout version must use CC BY-SA 4.0 or a compatible license. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"John Abraham","john-abraham","actor","approved","https://commons.wikimedia.org/wiki/File:John_at_Trailor_launch_of_%27Shootout_At_Wadala%27.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/John_at_Trailor_launch_of_%27Shootout_At_Wadala%27.jpg","Bollywood Hungama","Unknown date (not supplied on file page)","585","881","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Description identifies actor John Abraham at the Shootout at Wadala trailer launch; corrected spelling and intended person are verified.","Solo vertical event photograph; strong head-and-torso crop.","Research identity label normalized from ""John Abraham (Indian actor)"" to ""John Abraham""; keep the identity evidence when reviewing namesakes. Reviewed provider spelling or alias: ""JHON ABRAHAM"" maps exactly to ""John Abraham"". Bollywood Hungama VRT-licensed event photo; not another same-name person. Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Johnny Lever","johnny-lever","actor","approved","https://commons.wikimedia.org/wiki/File:Bollywood_Actor_Johnny_Lever_by_Creativo_Camaal_of_Lens_Naayak_Photography_Mumbai_India.jpg","https://upload.wikimedia.org/wikipedia/commons/b/be/Bollywood_Actor_Johnny_Lever_by_Creativo_Camaal_of_Lens_Naayak_Photography_Mumbai_India.jpg","CreativoCamaal of Lens Naayak Photography","2010-01-01","1936","1296","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact actor is explicitly identified by the photographer and Commons file description.","High-resolution professional photograph; ample detail for an isolated head-and-shoulders crop.","ShareAlike applies to the transparent cutout/adaptation. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Johnny Walker","johnny-walker","actor","no_verified_free_portrait","","","N/A","N/A","","","","","The correct Commons category for Badruddin Jamaluddin Kazi contains no files. Google/web results titled Johnny Walker.png, Johnny Walker (Actor).png, and Johnny Walker 01/02 depict the unrelated American silent-film actor Johnnie Walker.","No exact compatible portrait was verified; use the neutral actor/movie fallback.","Research identity label normalized from ""Johnny Walker (Badruddin Jamaluddin Kazi, Indian actor)"" to ""Johnny Walker""; keep the identity evidence when reviewing namesakes. Reviewed provider spelling or alias: ""JHONY WALKER"" maps exactly to ""Johnny Walker"". Rejected all silent-film-actor public-domain files as wrong identity, plus unlicensed editorial/film-still results. Source license statement: N/A.","category-movie-clapperboard-v3","2026-09-19"
"K. S. Chithra","k-s-chithra","singer","approved","https://commons.wikimedia.org/wiki/File:Melody_Queen_of_Indian_Cinema_Dr._K_S_Chithra.jpg","https://upload.wikimedia.org/wikipedia/commons/6/69/Melody_Queen_of_Indian_Cinema_Dr._K_S_Chithra.jpg","VARDHANSIMHA","","1638","2048","CC0-1.0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","Melody Queen of Indian Cinema Dr. K S Chithra","High-resolution staged portrait with a clear face and recognizable performance context.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. No copyright attribution required by the license, but preserve source and author provenance in the project catalog. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC0.","category-music-microphone-v3","2026-09-19"
"Kader Khan","kader-khan","actor","approved","https://commons.wikimedia.org/wiki/File:Kader_Khan_2012.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2f/Kader_Khan_2012.jpg","Bollywood Hungama","2012-06-06","585","881","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Description explicitly identifies Indian Bollywood actor Kader Khan.","Solo vertical event portrait; good icon crop.","Bollywood Hungama VRT-licensed event photo. Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Kavita Krishnamurti","kavita-krishnamurti","singer","approved","https://commons.wikimedia.org/wiki/File:Kavitha_Krishnamurty_DSC_0510.JPG","https://upload.wikimedia.org/wikipedia/commons/6/68/Kavitha_Krishnamurty_DSC_0510.JPG","KannanShanmugam,Shanmugam studio,Kollam,Kerala,India","","2103","3232","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0","Kavita Krishnamurthy (Hindi: कविता कृष्णमूर्ति सुब्रमण्यम; Tamil: கவிதா கிருஷ்ணமுர்த்தி சுப்பிரமணியம்) is one of the most famous Indian film playback singers.","High-resolution solo performance portrait with clear face and clothing edges.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Kay Kay Menon","kay-kay-menon","actor","approved","https://commons.wikimedia.org/wiki/File:Kay_Kay_Act.JPG","https://upload.wikimedia.org/wikipedia/commons/9/90/Kay_Kay_Act.JPG","Niveditasec","2014-07-05","1200","1800","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Own-work file description explicitly identifies Kay Kay Menon.","High-resolution vertical portrait/event frame; excellent latitude for a centered upper-body crop.","Prefer this source over the much smaller 2026 event derivative; ShareAlike applies. Source license statement: CC BY-SA 4.0.","category-movie-clapperboard-v3","2026-09-19"
"Kishore Kumar","kishore-kumar","singer","conditional","https://commons.wikimedia.org/wiki/File:Kishore_Kumar_2016_postcard_of_India_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/c/c2/Kishore_Kumar_2016_postcard_of_India_%28cropped%29.jpg","India Post, Government of India","","513","643","GODL-India","https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf","Legendary singers of India","Clear photographic portrait embedded in an official India Post postcard and already cropped to the person.","Reviewed provider spelling or alias: ""KISHOR KUMAR"" maps exactly to ""Kishore Kumar"". Match only as reviewed alias: KISHOR KUMAR → Kishore Kumar GODL-India is a free government-data license rather than CC/CC0. Confirm that the project accepts this license and reproduce the required India Post attribution; otherwise use the microphone fallback. Follow GODL-India attribution and non-endorsement terms; document the crop as a modification. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. neutral microphone icon","category-music-microphone-v3","2026-09-19"
"KK","kk","singer","approved","https://commons.wikimedia.org/wiki/File:KK_(124)_(headshot).jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/KK_%28124%29_%28headshot%29.jpg","Endeshow1","","1348","1054","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0","Performing Live at The JockeyClub Auditorium, Hong Kong","Excellent tightly cropped performance headshot with strong facial detail.","Research identity label normalized from ""KK (Krishnakumar Kunnath)"" to ""KK""; keep the identity evidence when reviewing namesakes. Reviewed provider spelling or alias: ""K.K"" maps exactly to ""KK"". Match only as reviewed alias: K.K → KK (Krishnakumar Kunnath) Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
"Komal Rizvi","komal-rizvi","singer","approved","https://commons.wikimedia.org/wiki/File:Komal_Rizvi_.jpeg","https://commons.wikimedia.org/wiki/Special:Redirect/file/Komal_Rizvi_.jpeg","Mikailkhan1","","2320","3088","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","confirmed Commons self-published own-work declaration; exact artist and rehearsal context stated","High-resolution vertical rehearsal portrait with strong crop latitude","APPROVED FOR PORTRAIT DESIGN Keep author credit, source, license link, modification notice, and compatible share-alike terms Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Kumar Sanu","kumar-sanu","singer","approved","https://commons.wikimedia.org/wiki/File:Kumar_sanu_3_idiots.jpg","https://upload.wikimedia.org/wikipedia/commons/3/39/Kumar_sanu_3_idiots.jpg","Bollywood Hungama","","585","439","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Kumar sanu","Recognizable upper-body event image; adequate source detail for small-guide display.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Kunal Ganjawala","kunal-ganjawala","singer","conditional","https://commons.wikimedia.org/wiki/File:Kunal_Ganjawala_playback_Singer_02.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Kunal_Ganjawala_playback_Singer_02.jpg","Tarunsamanta","","4000","1800","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0","KunalGanjawala playback Singer in Kolkata Kali puja 2025","High-resolution stage photograph, but several people are present and the singer is not already isolated.","No correction needed Conditional on manual identity/crop verification because multiple performers appear. Do not let automated subject extraction choose another performer. Attribute author/source; release distributed cutout adaptation under the same or compatible ShareAlike license; retain license link and change notice. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. neutral microphone icon Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Kunal Khemu","kunal-khemu","actor","approved","https://commons.wikimedia.org/wiki/File:Kunal_Khemu.jpg","https://upload.wikimedia.org/wikipedia/commons/0/07/Kunal_Khemu.jpg","CNX : India","4 March 2019","509","498","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact subject; clean close headshot extracted from a CC-licensed video; strong square head-and-shoulders crop.","Exact subject; clean close headshot extracted from a CC-licensed video; strong square head-and-shoulders crop.","File-page license and exact identity verified; retain attribution and any ShareAlike obligations. File:Vogue x Marriott- Memory Makers - Soha & Kunal.webm Source license statement: CC BY 3.0.","category-movie-clapperboard-v3","2026-09-19"
"Labh Janjua","labh-janjua","singer","conditional","https://commons.wikimedia.org/wiki/File:Labh_Janjua_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e2/Labh_Janjua_%28cropped%29.jpg","Bollywood Hungama","2014-04-21","282","320","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0/","Exact extracted portrait but only 282 x 320.","Exact extracted portrait but only 282 x 320.","Bollywood Hungama VRT permission is confirmed on Commons. Use only if the small source remains acceptable at final icon size. Source license statement: CC BY 3.0.","category-music-microphone-v3","2026-09-19"
"Lakhwinder Singh","lakhwinder-singh","singer","no_verified_free_portrait","","","","","","","","","The canonical string remains too ambiguous to attach to one singer safely.","The canonical string remains too ambiguous to attach to one singer safely.","Exact-name Commons and English Wikipedia checks did not resolve a unique Punjabi singer or an exact reusable portrait.","category-music-microphone-v3","2026-09-19"
"Lata Mangeshkar","lata-mangeshkar","singer","approved","https://commons.wikimedia.org/wiki/File:Lata_Mangeshkar.jpg","https://upload.wikimedia.org/wikipedia/commons/3/38/Lata_Mangeshkar.jpg","Bollywood Hungama","","438","517","CC-BY-3.0","https://creativecommons.org/licenses/by/3.0","Announcement of the Master Dinanath Mangeshkar Awards 2013 winners","Clear close event portrait; moderate 438px width is adequate for a small guide icon.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 3.0. An approved cutout for this exact subject already exists in the production icon catalog; preserve it unless a replacement is reviewed intentionally.","category-music-microphone-v3","2026-09-19"
"Lehmber Hussainpuri","lehmber-hussainpuri","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Lokesh","lokesh","actor","conditional","https://commons.wikimedia.org/wiki/File:Lokesh.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ea/Lokesh.jpg","Rjayaramegowda","2005-05-11","412","566","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Global usage points to Kannada actor Lokesh (Q6668645), not Lokesh Kanagaraj or Srujan Lokesh. Visually treat the mononym as an exact-only mapping.","Global usage points to Kannada actor Lokesh (Q6668645), not Lokesh Kanagaraj or Srujan Lokesh. Visually treat the mononym as an exact-only mapping.","Do not deploy yet: Lokesh died in 2004, but the uploader labels this 2005 image as own work; FBMD metadata suggests a social-media derivative. Obtain provenance/date clarification before relying on the license claim. Source license statement: CC BY-SA 4.0 (tagged, provenance unresolved).","category-movie-clapperboard-v3","2026-09-19"
"Louis Theroux","louis-theroux","actor","approved","https://commons.wikimedia.org/wiki/File:Louis_Theroux_crop.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Louis_Theroux_crop.jpg","Claire Boxall","2018-05-25","1216","1748","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","Exact Louis Theroux portrait, already tightly cropped and suitable for head-and-shoulders extraction.","Exact Louis Theroux portrait, already tightly cropped and suitable for head-and-shoulders extraction.","The file page states that Claire Boxall released the work into the public domain worldwide; Commons structured data also identifies CC0. Source license statement: Public domain (PD-author; Commons structured data records CC0).","category-movie-clapperboard-v3","2026-09-19"
"Lucky Ali","lucky-ali","singer","approved","https://commons.wikimedia.org/wiki/File:Lucky_Ali_at_a_concert_in_Goa.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b9/Lucky_Ali_at_a_concert_in_Goa.jpg","Karthik Rangappa","","3594","5982","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0","Lucky Ali, performing in Goa, December 2020","Excellent high-resolution solo concert portrait with clear identity and outline.","No correction needed Exact subject is identified by the Commons file title/description and visually matches the named singer. Attribute author/source, retain license link, and identify background removal/cropping as modifications. Copyright license does not waive personality/publicity rights; use as factual EPG identification, not endorsement, and review local requirements before commercial release. not required; neutral microphone remains safe fallback Source license statement: CC BY 2.0.","category-music-microphone-v3","2026-09-19"
"Malkit Singh","malkit-singh","singer","conditional","https://commons.wikimedia.org/wiki/File:Andrew_Scheer_celebrated_Indian_Independence_Day_%2844177059821%29_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Andrew_Scheer_celebrated_Indian_Independence_Day_%2844177059821%29_%28cropped%29.jpg","Andrew Scheer","2018-08-19T14:38:00","2132","2843","CC0-1.0","https://creativecommons.org/publicdomain/zero/1.0/","Strong close view, but Malkit wears sunglasses and neighboring people/a hand remain in the event crop.","Strong close view, but Malkit wears sunglasses and neighboring people/a hand remain in the event crop.","Commons lists Andrew Scheer as author while embedded EXIF says 'Photos Andre Forget / OLO'. CC0 removes an attribution requirement, but the provenance discrepancy should remain attached to the source. Source license statement: CC0 1.0.","category-music-microphone-v3","2026-09-19"
"Maninder Buttar","maninder-buttar","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","The English Wikipedia article has no Commons portrait, and exact-name Commons bitmap search found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Manmohan Waris","manmohan-waris","singer","no_verified_free_portrait","","","","","","","","","No exact freely reusable portrait located.","No exact freely reusable portrait located.","Exact-name Commons bitmap search and English Wikipedia/Wikidata image check on 2026-09-19 found no acceptable file.","category-music-microphone-v3","2026-09-19"
"Mehmood","mehmood","actor","no_verified_free_portrait","https://commons.wikimedia.org/wiki/File:Actor_Mehmood_Ali_2013_stamp_of_India.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Actor_Mehmood_Ali_2013_stamp_of_India.jpg","India Post, Government of India","3 May 2013","929","691","GODL-India","https://commons.wikimedia.org/wiki/File:Actor_Mehmood_Ali_2013_stamp_of_India.jpg#Licensing","Exact person appears only as artwork on a commemorative stamp in the verified Commons category; this is not a reusable real portrait.","Exact person appears only as artwork on a commemorative stamp in the verified Commons category; this is not a reusable real portrait.","Research identity label normalized from ""Mehmood Ali"" to ""Mehmood""; keep the identity evidence when reviewing namesakes. Rejected: GODL-India is outside the stated PD/CC allowlist, and the asset is a stamp rather than a real photograph. Getty/press/fan results lacked reusable-license evidence. Keep the neutral actor fallback. [1] [2]","category-movie-clapperboard-v3","2026-09-19"
"Michael McIntyre","michael-mcintyre","actor","approved","https://commons.wikimedia.org/wiki/File:Michael_McIntyre.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a7/Michael_McIntyre.jpg","Damien Everett","2009-04-26 18:07","832","1380","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact subject on a BAFTA red carpet; tall portrait. Crop to face and upper torso while retaining the hair outline.","Exact subject on a BAFTA red carpet; tall portrait. Crop to face and upper torso while retaining the hair outline.","Attribution, license link, and modification notice required. Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Michael Moore","michael-moore","actor","approved","https://commons.wikimedia.org/wiki/File:Michael_Moore_(2).jpg","https://upload.wikimedia.org/wikipedia/commons/d/d0/Michael_Moore_(2).jpg","Andrew McFarlane","2005-07-28 19:10","800","600","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact filmmaker Michael Moore speaking at the Traverse City Film Festival; crop to face/shoulders and omit the event background.","Exact filmmaker Michael Moore speaking at the Traverse City Film Festival; crop to face/shoulders and omit the event background.","Flickr-origin license was reviewed by FlickreviewR on 2008-05-07. Attribution and modification notice are required. Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Mickey Singh","mickey-singh","singer","conditional","https://commons.wikimedia.org/wiki/File:Mickey_still.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Mickey_still.jpg","Hsking24","2014-09-18","339","521","CC-BY-SA-4.0","https://creativecommons.org/licenses/by-sa/4.0/","Exact photoshoot portrait, but only 339 x 521.","Exact photoshoot portrait, but only 339 x 521.","Self-published Commons upload. Identity is corroborated by exact article/Wikidata usage; retain attribution, share-alike, and modification disclosure. Source license statement: CC BY-SA 4.0.","category-music-microphone-v3","2026-09-19"
"Micky Flanagan","micky-flanagan","actor","approved","https://commons.wikimedia.org/wiki/File:Micky_Flanagan.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a2/Micky_Flanagan.jpg","Dave Smith","2010-09-10 22:21:37","406","470","CC-BY-2.0","https://creativecommons.org/licenses/by/2.0/","Exact subject and already tightly framed. Lowest-resolution approved source in this set; adequate for a small guide icon, but do not upscale aggressively.","Exact subject and already tightly framed. Lowest-resolution approved source in this set; adequate for a small guide icon, but do not upscale aggressively.","Attribution, license link, and modification notice required. Recheck sharpness in the final icon preview. Source license statement: CC BY 2.0.","category-movie-clapperboard-v3","2026-09-19"
"Miss Pooja","miss-pooja","singer","approved","https://commons.wikimedia.org/wiki/File:Miss_Pooja_%40_Canada%27s_Wonderland_%282009-08-29%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Miss_Pooja_%40_Canada%27s_Wonderland_%282009-08-29%29.jpg","Atamjeetk","2009-08-29","2411","2680","CC-BY-SA-3.0","https://creativecommons.org/licenses/by-sa/3.0/","High-resolution exact performance image; current file is the uploader's subject-focused crop.","High-resolution exact performance image; current file is the uploader's subject-focused crop.","Uploader claims own work. Stage lighting and microphone remain; retain share-alike and change disclosure. Source license statement: CC BY-SA 3.0.","category-music-microphone-v3","2026-09-19"
